지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 나타난날(yyyymmdd),최고기온(°C),최고기온 나타난날(yyyymmdd),평균최저기온(°C),평균최고기온(°C),평균 해면기압(hPa),합계 강수량(mm),일 최다 강수량(mm),일 최다 강수량 나타난날(yyyymmdd),평균 상대습도(%),합계 일조시간(hr),일조율(%),합계 일사량(MJ/m2),평균 풍속(m/s),최다 풍향(16방위),합계 소형 증발량(mm),합계 대형 증발량(mm)
247,남원,1992,12.7,-10.1,19921225,35.3,19920723,7,19.8,1017.9,859.6,77.5,19920717,70.5,2593.7,58.18,,1.1,90,,
247,남원,1993,11.7,-14.8,19931223,32.8,19930531,6,18.4,1017.4,1263.1,90,19930712,74.3,2099.4,47.21,,1.4,340,,
247,남원,1994,12,-21.9,19940124,36.6,19940718,5.4,19.3,1017.1,565.1,56,19940810,79.4,2427.4,54.58,,1.5,340,,
247,남원,1995,11.2,-15.1,19951231,36,19950814,5,18.5,1017.5,905.3,92.5,19950824,78.4,2287.3,51.43,,1.3,340,,
247,남원,1996,11.4,-14.2,19961202,36.5,19960802,5.4,18.5,1017.5,1124.5,109.5,19960624,73.4,2146.1,48.14,,1.3,340,,
247,남원,1997,12.1,-19.5,19970107,35.2,19970723,6.1,19.4,1017.2,1678.9,151.5,19970804,61,2266.5,50.97,,1.3,360,,
247,남원,1998,13.3,-16.6,19980125,34,19980909,7.7,20.1,1017.2,1828.7,130,19980930,70.9,1869.4,42.03,,1.1,360,1084.1,563.2
247,남원,1999,12.7,-18.3,19990204,35.5,19990614,6.6,19.8,1017,1450.3,90.5,19990923,73.6,2118.9,47.64,,1.1,360,1080.8,594.6
247,남원,2000,12.1,-19,20000121,35.2,20000525,5.9,19.3,1017.1,1475.5,115,20000825,71.6,1996.8,47.6,,1.4,340,956.2,559.7
247,남원,2001,12.5,-19.7,20010115,35.3,20010726,6.6,19.4,1017,1467.5,150,20010705,69.8,2420.1,54.43,,1.3,340,,
247,남원,2002,12.6,-11.8,20020103,35.2,20020725,6.8,19.3,1016.7,1624,170.5,20020831,67.1,2438.4,54.78,,1.2,360,,
247,남원,2003,12.5,-19.3,20030106,34.4,20030822,7.2,18.9,1017.1,2050.1,106.5,20030709,69,2229.2,50.08,,1.3,360,,
247,남원,2004,12.4,-15.3,20040122,35.2,20040723,6.4,19.5,1016.4,1538.9,218,20040818,72.1,2517.6,56.43,,1.3,360,,
247,남원,2005,12,-19.3,20051218,37,20050723,6.1,18.8,1016.3,1126.2,55.5,20050728,72.1,2449.5,55.03,,1.4,360,,
247,남원,2006,12.8,-15.1,20060209,35.9,20060808,7.3,19.5,1016.1,1381.5,84,20060519,72.1,2207.8,49.6,,1.4,360,,
247,남원,2007,13,-9.6,20070114,35,20070825,7.5,19.6,1015.9,1815.2,138.5,20070829,74.5,1871.7,42.05,,1.3,360,,
247,남원,2008,12.7,-12.9,20080213,34.9,20080708,6.8,19.6,1016.4,816.3,81,20080528,70.4,2062.3,46.23,,1.5,340,,
247,남원,2009,12.5,-18.4,20091231,33.6,20090815,6.4,19.4,1016.3,1313.5,162.5,20090707,70.5,2089.3,46.94,,1.5,340,,
247,남원,2010,11.6,-18.3,20100101,34.7,20100821,6.2,18,1017,1423.3,169.5,20100711,71.8,1886.4,42.38,,1.5,340,,
247,남원,2011,12,-17,20110101,35.1,20110720,6.3,18.5,1017.1,1342.5,163,20110917,69.8,2112.9,47.47,,1.6,340,,
247,남원,2012,11.9,-15.2,20120126,35.9,20120805,6.3,18.3,1016.2,1518.1,109,20120713,69.9,2332.2,52.28,,1.6,340,,
247,남원,2013,12.6,-18.4,20130104,35.5,20130812,7.1,18.9,1016.1,1396.6,178,20130705,68.1,2390,53.7,,1.6,50,,
247,남원,2014,12.7,-11,20140114,34.6,20140731,7.6,18.7,1015.9,1259.5,86.4,20140818,68.2,2177.6,48.93,,1.8,50,,
247,남원,2015,12.8,-11.9,20150209,35.9,20150807,7.8,18.8,1016,869,67.2,20151001,68,2148.7,48.38,0,1.8,50,,
247,남원,2016,13.5,-17,20160125,36.2,20160812,8.5,19.3,1016,1388.5,113.4,20160917,67.6,2176.3,48.79,,1.7,50,,
247,남원,2017,12.7,-13.1,20170123,37,20170806,7.2,19.2,1016.5,851.3,82.1,20170911,65.1,2362.1,53.07,,1.6,70,,
247,남원,2018,13,-16.4,20180112,37.5,20180728,7.7,19.2,1016.9,1431.7,158.9,20180826,66.8,2418.1,54.33,,1.7,20,,
247,남원,2019,13.3,-10.1,20190127,35.4,20190803,8,19.6,1016.6,1332.8,144.1,20190715,67.9,2315.4,52.02,,1.6,360,,
247,남원,2020,13.1,-12.3,20201231,34.7,20200820,8.1,19.1,1017.1,2007.2,289.4,20200808,73.4,2162.1,48.47,,1.7,70,,
247,남원,2021,13.4,-19.7,20210108,34.8,20210731,8.3,19.6,1017,1136.8,73.6,20210707,73.3,2214,50.22,,1.8,70,,
248,장수,1988,10.2,-16,19880124,33.3,19880804,4.6,16.5,1017.9,849.4,78.7,19880717,71.9,2564.4,57.52,,1.5,70,1054.2,
248,장수,1989,10.8,-14.6,19890128,31.3,19890805,5.3,17,1018.1,1837.3,108,19890726,75.3,2335.7,52.51,,1.3,20,985.6,
248,장수,1990,11.3,-22.4,19900126,34.3,19900806,5.9,17.4,1018.3,1591.6,75.3,19900718,77.2,2245.5,50.48,,1.4,20,947.4,459.8
248,장수,1991,10.2,-25.8,19910223,31.7,19910819,4.8,16.4,1017.8,1406.5,93.6,19910417,77.1,2179.3,49,,1.9,20,1052.7,534.1
248,장수,1992,10.3,-16.5,19921225,31.7,19920728,4.9,16.6,1017.5,1162.4,159.5,19920717,75.8,2181.7,48.94,,1.8,20,1019.9,521.5
248,장수,1993,9.6,-19.6,19930121,30.4,19930811,4.1,16,1017.6,1570.6,172,19930917,79.8,1961.6,44.1,,1.7,20,1002.8,493.2
248,장수,1994,10.7,-25.7,19940124,34.7,19940724,4.5,17.6,1017.1,742.5,61,19940810,79.3,2502.9,56.27,,1.8,20,1221.4,721.7
248,장수,1995,9.6,-15.9,19951231,33,19950814,3.9,16.4,1017.3,1236.3,85,19950824,80.1,2354.1,52.93,,1.8,20,1132.1,615.9
248,장수,1996,9.5,-22.1,19961202,33.7,19960802,3.7,16.4,1017.5,1288.6,135.5,19960617,79.1,2188,49.08,,1.7,360,1174,610.6
248,장수,1997,10.4,-22.9,19970107,32.9,19970723,4.4,17.3,1017.1,1822,170,19970804,76.9,2203.3,49.53,,1.7,360,,
248,장수,1998,11.5,-17.1,19980125,31.6,19980807,6.3,17.8,1017.1,1985.1,121,19980818,74.8,1852.2,41.64,,1.5,360,,
248,장수,1999,11,-19.1,19990204,32.2,19990811,5.4,17.3,1016.8,1550.3,106,19990623,71.4,2005.8,45.09,,1.5,340,,
248,장수,2000,10.2,-19.6,20000121,32,20000525,4.7,16.7,1017,1444.7,114.5,20000723,71.8,1704.8,50.06,,1.6,340,,
248,장수,2001,10.3,-18.9,20010202,34,20010804,4.6,16.9,1017,1361.5,123.5,20010618,68.8,2175.9,48.92,,1.5,360,,
248,장수,2002,10.6,-14.3,20021227,32.7,20020725,5.2,16.8,1016.6,1698.5,182.5,20020831,66.2,2082,46.77,,1.6,360,,
248,장수,2003,10.5,-21.3,20030106,30.6,20030822,5.2,16.5,1016.6,2208.1,114.5,20030912,73.9,1904.1,42.77,,1.6,360,,
248,장수,2004,10.9,-16.5,20040124,33.2,20040723,5.1,17.6,1016.5,1398.3,130,20040818,72.9,2183.6,48.95,,1.7,360,,
248,장수,2005,10.2,-23.2,20051218,33.4,20050722,4.6,16.3,1016.3,1431.6,125.5,20050701,71.8,2132.2,47.9,,1.8,360,,
248,장수,2006,10.8,-20.2,20060209,33.2,20060804,5.3,17.1,1016.2,1354.2,73.5,20060718,73.1,2000.8,44.95,,1.6,360,,
248,장수,2007,11.2,-14.1,20070129,32.4,20070802,5.9,17.4,1016,1563.3,107.5,20070901,73.3,1831.8,41.15,,1.6,360,,
248,장수,2008,10.9,-15.6,20081206,34.1,20080709,5.1,17.5,1016.4,863.4,95,20080528,71.3,2054.3,46.05,,1.7,360,,
248,장수,2009,11,-18.8,20090115,31.9,20090808,5.1,17.8,1015.9,1308.9,105,20090716,70.6,2076.2,46.64,,1.8,360,,
248,장수,2010,11,-17,20100108,33.6,20100809,5.6,17.1,1016.4,1888.8,176.5,20100816,72.4,1877.4,42.17,,1.8,360,,
248,장수,2011,10.4,-21.2,20110117,32.8,20110720,4.8,16.5,1016.8,1811.5,141,20110709,71.5,1986,44.61,,1.9,200,,
248,장수,2012,10.2,-19.2,20120203,34.1,20120806,4.7,16.3,1016,1910.8,127.5,20120813,72.7,1928,43.22,,1.9,200,,
248,장수,2013,10.7,-23.3,20130104,33.8,20130811,5.1,17,1016.2,1574.2,189.5,20130705,73.6,2069,46.48,,1.9,360,,
248,장수,2014,11,-17.2,20140122,32.4,20140531,5.4,17.4,1016.6,1321.4,87,20140818,76.4,1948.5,43.77,,1.7,360,,
248,장수,2015,11.5,-14.6,20150103,34.2,20150807,5.9,17.9,1016.5,1012.2,103,20151001,74.8,1965,44.15,,1.7,340,,
248,장수,2016,11.7,-17.5,20160125,34.1,20160824,6.1,18,1016.6,1485.8,116,20160917,74.3,2013.2,45.13,,1.7,360,,
248,장수,2017,10.8,-16.6,20170125,35.3,20170806,4.8,17.5,1016.9,1128.1,89,20170911,71.3,2187.8,49.15,,1.7,360,,
248,장수,2018,11.1,-19.4,20180111,36.5,20180814,5.2,17.7,1016.9,1665,174,20180826,70.4,2194.7,49.3,,1.7,360,,
248,장수,2019,11.4,-13.6,20190127,33.9,20190802,5.6,18,1016.6,1262.8,94,20191002,71.3,2098.2,47.14,,1.5,360,,
248,장수,2020,11.2,-13.1,20201231,33.2,20200820,6,17.3,1016.8,2126,237,20200808,78.4,1988.7,44.58,,1.5,360,,
248,장수,2021,11.6,-24.1,20210108,33.1,20210730,6,17.9,1016.7,1345.2,107.7,20210824,77.4,1959.2,44.01,,1.4,360,,
251,고창군,1978,,.8,19780422,25.4,19780430,,,,2.5,2.5,19780416,,80.6,67.67,,,230,43.9,
251,고창군,2007,,-4.5,20071231,35.2,20070824,,,,58,32.5,20070805,,0,0,2.18,,360,,
251,고창군,2008,13.6,-12.4,20081206,35.2,20080808,8.8,19.3,1016.1,937.7,87,20080528,71.7,1955.4,43.87,4106.68,1.4,140,,
251,고창군,2009,13.5,-11.8,20090124,34,20090809,8.7,19,1015.5,1303.2,92.5,20090629,69.7,2054.3,46,4226.17,1.8,360,,
251,고창군,2010,13.6,-12.3,20100114,35.3,20100820,9,18.8,1016,1784.8,115.5,20100711,72.5,1832.8,41.18,4006.52,1.9,140,,
251,고창군,2011,13.2,-13.5,20110116,35.6,20110805,8.5,18.5,1016.5,1565.8,279,20110809,70.4,1923.2,43.21,4727.22,1.8,360,,
251,고창군,2012,13.2,-12.9,20121226,36.4,20120806,8.5,18.4,1015.7,1535,187.5,20120830,68.7,1915.1,42.94,5109.11,1.9,360,,
251,고창군,2013,13.5,-13.7,20130104,36.6,20130808,8.8,19,1015.9,1079.5,138,20130824,69.3,2022.9,45.45,5297.86,1.8,140,,
251,고창군,2014,13.9,-9.5,20141219,36.6,20140731,9.1,19.6,1016.2,1332.7,155,20140818,70.3,1948.8,43.79,5194.28,1.7,320,,
251,고창군,2015,13.9,-10.9,20150103,36.2,20150807,9.3,19.5,1016.2,966.3,68,20151001,72.1,1982.2,44.54,5215.73,1.6,320,,
251,고창군,2016,14.3,-13,20160125,37,20160812,9.7,19.8,1016.2,1126.1,112.5,20160917,74.3,1972.9,44.24,5236.64,1.7,320,645.2,451.9
251,고창군,2017,13.5,-10,20171214,36.2,20170805,8.3,19.4,1016.6,1063.3,109,20170715,73.8,2164.6,48.64,5118.04,1.6,320,1297.6,908.5
251,고창군,2018,12.8,-15.6,20180207,37.7,20180802,7.9,18.7,1016.5,1314.1,122,20180627,72.8,2176.8,49.02,3075.02,2,20,1003.4,702.6
251,고창군,2019,13.2,-8.3,20190116,34.5,20190803,8.3,18.9,1016.1,1121.7,96.1,20190922,71.9,2218.9,49.86,5073.83,1.5,360,1273.9,891.1
251,고창군,2020,13.3,-11,20201231,33.7,20200825,8.7,18.7,1016.3,1671.7,230.5,20200808,71.7,2110.1,47.31,5221.44,1.6,340,1269.2,888.2
251,고창군,2021,14,-18.1,20210108,35.2,20210721,9.1,19.6,1016.4,1174.6,71.7,20210824,71,2160.2,48.54,5340.31,1.5,340,1357.5,949.3
254,순창군,2008,,-11,20081206,34.9,20080729,,,,267.8,78.5,20080725,,881.9,44.96,2564.23,,270,,
254,순창군,2009,12.5,-16,20090115,34.1,20090808,7,18.9,1016.2,1543.8,136.5,20090707,70.2,2118.2,47.59,5476.96,1.8,270,,
254,순창군,2010,12.4,-15.2,20100101,34.8,20100809,7.4,18.2,1016.7,1768,196,20100711,70.6,1875,42.13,5084.61,1.8,270,,
254,순창군,2011,12.6,-15.4,20110113,35.6,20110720,7.4,18.6,1017.1,1442,93,20110809,67.8,2119.6,47.62,5778.53,1.8,270,,
254,순창군,2012,12.5,-14.7,20120126,37.5,20120805,7.4,18.3,1016.3,1607.9,85.5,20120830,67.3,2343.1,52.53,5420.61,1.8,270,,
254,순창군,2013,13,-16.7,20130104,36.3,20130811,7.7,19.2,1016.5,1303.1,209.5,20130705,69.3,2411.2,54.18,5676.9,1.7,270,,
254,순창군,2014,13.1,-11.7,20140122,36.3,20140731,7.8,19.4,1016.9,1476.9,123,20140817,70.3,2286.4,51.38,5676.62,1.6,270,,
254,순창군,2015,13.3,-12.7,20150103,35.6,20150807,8,19.5,1016.9,1061.1,67.5,20151001,72.6,2279.5,51.22,5811.54,1.6,270,,
254,순창군,2016,12.7,-17.7,20160125,35.4,20160811,7.5,18.7,1017,1509.9,142,20160917,73,2328.3,52.2,6000.28,1.7,270,709,495.9
254,순창군,2017,12.2,-14.8,20170123,36.7,20170806,6.6,18.7,1017.2,1023.2,83.5,20170715,70.2,2538.4,57.04,6268.54,1.7,270,1525.9,1068.5
254,순창군,2018,12.8,-16.2,20180112,38.1,20180727,7.4,19.2,1017.2,1523.3,118.5,20180827,73.8,2523.4,56.7,3706.59,1.4,270,1006.1,703.7
254,순창군,2019,13,-10.7,20190127,36,20190805,7.6,19.5,1016.8,1284.2,115,20191002,73.1,2296.4,51.71,3677.27,1.5,270,997.6,698.8
254,순창군,2020,13,-12.6,20201231,34.8,20200820,8,18.9,1016.7,2133.7,361.3,20200808,74.5,2033.1,45.58,5270.98,1.8,270,1307.5,914.7
254,순창군,2021,13.6,-21.5,20210108,35.2,20210806,8.4,19.8,1016.7,1232.6,71.9,20210827,75.3,2109.9,47.41,5458.4,1.5,270,1353.6,948
